SERNO,END_INSTANCE,END_CLOCK,START_CLOCK,START_INSTANCE,CDC_TYPE,SYNCHRONIZER,NUMBER_OF_SYNCHRONIZER_FFs,SAFE_CDC,DESCRIPTION
172,WDT_1.WDTDelay[15:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,WDT_1.WD_RST_SHIFT[7:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
173,WDT_1.DriveHaltStatus,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,WDT_1.WD_RST_SHIFT[7:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
174,WDT_1.FPGAResetStatus,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,WDT_1.WDTTerminalCount,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
175,WDT_1.WDTCounter[21:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,WDT_1.WDTDelay[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
176,CPUCnf_1.int_DLL_RST,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
177,CtrlIO_1.ShiftOutRegister[9:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,CtrlIO_1.Axis0Status1,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
178,SSITop_2.SSIRead,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
179,SSITop_2.ClockRate[1:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
180,SSITop_2.TransducerSelect[4:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
181,SSITop_2.DataLength[5:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
182,SSITop_2.HalfPeriod[5:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
183,SSITop_2.DelayTerminalCount[15:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
184,SSITop_2.DataLineHi,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,MDTTop_2.RisingA[3:1],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
185,SSITop_2.DatalineLo,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,MDTTop_2.RisingA[3:1],Different Clock Domains,NO,0,NO,Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
186,SSITop_2.intDataValid,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,SSITop_2.DataLineHi,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
187,SSITop_2.DataValid,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,TickSync_1.LatchedTickSync,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
188,SSITop_2.TurnShiftOff,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_2.DataLength[5:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
189,SSITop_2.DelayCntEn,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_2.TransducerSelect[4:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
190,SSITop_2.StartRead,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_2.DelayTerminalCount[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
191,SSITop_2.ToggleEn,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_2.HalfPeriod[5:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
192,SSITop_2.Serial2ParallelData[31:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_2.TransducerSelect[4:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Sources from different domains in fanin. Enable signal for synchonizer registers does not have a safe crossing.
193,SSITop_2.Serial2ParallelData[31:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,MDTTop_2.RisingA[3:1],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Sources from different domains in fanin. Enable signal for synchonizer registers does not have a safe crossing.
194,SSITop_2.CheckDataDelay,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_2.HalfPeriod[5:0],Different Clock Domains,YES,2,NO,Combinatorial logic detected at clock domain crossing.
195,SSITop_2.DelayCounter[15:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_2.DelayTerminalCount[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
196,SSITop_1.SSIRead,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
197,SSITop_1.ClockRate[1:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
198,SSITop_1.TransducerSelect[4:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
199,SSITop_1.DataLength[5:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
200,SSITop_1.HalfPeriod[5:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
201,SSITop_1.DelayTerminalCount[15:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
202,SSITop_1.DataLineHi,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,MDTTop_1.RisingA[3:1],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
203,SSITop_1.DatalineLo,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,MDTTop_1.RisingA[3:1],Different Clock Domains,NO,0,NO,Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
204,SSITop_1.intDataValid,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,SSITop_1.DataLineHi,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
205,SSITop_1.DataValid,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,TickSync_1.LatchedTickSync,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
206,SSITop_1.TurnShiftOff,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_1.DataLength[5:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
207,SSITop_1.DelayCntEn,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_1.TransducerSelect[4:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
208,SSITop_1.StartRead,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_1.DelayTerminalCount[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
209,SSITop_1.ToggleEn,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_1.HalfPeriod[5:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
210,SSITop_1.Serial2ParallelData[31:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_1.TransducerSelect[4:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Sources from different domains in fanin. Enable signal for synchonizer registers does not have a safe crossing.
211,SSITop_1.Serial2ParallelData[31:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,MDTTop_1.RisingA[3:1],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Sources from different domains in fanin. Enable signal for synchonizer registers does not have a safe crossing.
212,SSITop_1.CheckDataDelay,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_1.HalfPeriod[5:0],Different Clock Domains,YES,2,NO,Combinatorial logic detected at clock domain crossing.
213,SSITop_1.DelayCounter[15:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,SSITop_1.DelayTerminalCount[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
214,MDTTop_2.MDTRead,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
215,MDTTop_2.TransducerSelect[6:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
216,MDTTop_2.Edge[2:0],Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL1_net_inferred_clock,MDTTop_2.RisingB[3:1],Different Clock Domains,NO,0,NO,No synchronizer circuit detected.
217,MDTTop_2.SendInterrogationPulse,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
218,MDTTop_2.StartInterrogation,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_2.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
219,MDTTop_2.StartInterrogation,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
220,MDTTop_2.RisingACountDisablePipe,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_2.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
221,MDTTop_2.RisingACountEnablePipe,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_2.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
222,MDTTop_2.RetPulseDelayEnable,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
223,MDTTop_2.PWMMagnetFaultLatch,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_2.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
224,MDTTop_2.SetDataValid,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
225,MDTTop_2.CounterOverFlowRetrigger,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
226,MDTTop_2.State[0:5],Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
227,MDTTop_2.ClearCounter,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
228,MDTTop_2.intCounterOverFlow,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
229,MDTTop_2.intNoXducer,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
230,MDTTop_2.LeadingCount[1:0],Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_2.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
231,MDTTop_2.TrailingCount[1:0],Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_2.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
232,MDTTop_1.MDTRead,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,DiscID_1.DiscCtrlID_1.ControlID_1[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
233,MDTTop_1.TransducerSelect[6:0],Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
234,MDTTop_1.Edge[2:0],Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL1_net_inferred_clock,MDTTop_1.RisingB[3:1],Different Clock Domains,NO,0,NO,No synchronizer circuit detected.
235,MDTTop_1.SendInterrogationPulse,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
236,MDTTop_1.StartInterrogation,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_1.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
237,MDTTop_1.StartInterrogation,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
238,MDTTop_1.RisingACountDisablePipe,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_1.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
239,MDTTop_1.RisingACountEnablePipe,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_1.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
240,MDTTop_1.RetPulseDelayEnable,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
241,MDTTop_1.PWMMagnetFaultLatch,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_1.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing.
242,MDTTop_1.SetDataValid,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
243,MDTTop_1.CounterOverFlowRetrigger,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
244,MDTTop_1.State[0:5],Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
245,MDTTop_1.ClearCounter,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
246,MDTTop_1.intCounterOverFlow,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
247,MDTTop_1.intNoXducer,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
248,MDTTop_1.LeadingCount[1:0],Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_1.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
249,MDTTop_1.TrailingCount[1:0],Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Top|H1_CLKWR,MDTTop_1.TransducerSelect[6:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
250,CtrlOut_2.ControlOutputWriteLatched0,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,CtrlOut_2.ControlOutputWriteLatched1,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
251,CtrlOut_2.ControlOutputWriteLatched1,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,CtrlOut_2.ControlOutputWriteLatched0,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
252,CtrlOut_2.ShiftRegister[15:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,CtrlOut_2.DataBuffer[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
253,CtrlOut_1.ControlOutputWriteLatched0,Top|H1_CLKWR,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,CtrlOut_1.ControlOutputWriteLatched1,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
254,CtrlOut_1.ControlOutputWriteLatched1,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,CtrlOut_1.ControlOutputWriteLatched0,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
255,CtrlOut_1.ShiftRegister[15:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,CtrlOut_1.DataBuffer[15:0],Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Enable signal for synchonizer registers does not have a safe crossing.
256,TickSync_1.TickSync60,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path.
257,TickSync_1.LatchedTickSync60,Clock_Gen_Clock_Gen_0_FCCC|GL0_net_inferred_clock,Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,ClkCtrl_1.SysRESET,Different Clock Domains,NO,0,NO,Combinatorial logic detected at clock domain crossing. Divergence detected in the crossover path. Enable signal for synchonizer registers does not have a safe crossing.
258,ClkCtrl_1.DLL_Rst_ShiftReg[1:0],Clock_Gen_Clock_Gen_0_FCCC|GL2_net_inferred_clock,Top|H1_CLKWR,CPUCnf_1.DLL_RST,Different Clock Domains,YES,3,YES,Safe CDC path detected.
